,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,location,language,profileImageURL
1,Can i sleep now �� #baraikuasatiga,FALSE,3,NA,2018-04-11 23:54:58,FALSE,NA,984218278267465728,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",AiimanHanafii,0,FALSE,FALSE,NA,NA,Tokyo,en,http://pbs.twimg.com/profile_images/981967933499822085/Czchb7pf_normal.jpg
2,"MP3 Albums
New Releases in Pop
#10: Sleep Better
Tom Middleton 
https://t.co/WJ3paLicaz #Pop https://t.co/jfu2HoauW8",FALSE,0,NA,2018-04-11 23:21:05,FALSE,NA,984209752065376256,NA,"<a href=""http://ytw.jp"" rel=""nofollow"">MP3AmznUK</a>",MP3AzUK,0,FALSE,FALSE,NA,NA,Tokyo,ja,http://pbs.twimg.com/profile_images/591979178272038913/_HP-1Dh3_normal.png
3,RT @jus10pr: Mariah thought she suffered from a severe sleep disorder. She would overwork herself out of fear of letting people down and gu…,FALSE,0,NA,2018-04-11 22:57:11,FALSE,NA,984203737412534272,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",redbIooded,24,TRUE,FALSE,NA,NA,secret garden,en,http://pbs.twimg.com/profile_images/976575533499731968/PBQsbrAQ_normal.jpg
4,"RT @HAL909: RT @ramblingsloa 
Put your thoughts to sleep,
Do not let them cast a shadow over the moon of your heart.
Let go of thinking.

R…",FALSE,0,NA,2018-04-11 22:48:32,FALSE,NA,984201562921709568,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",hoytr7016,95,TRUE,FALSE,NA,NA,대한민국 창원시,ko,http://pbs.twimg.com/profile_images/900310698172891137/itC35hHe_normal.jpg
5,RT @jus10pr: Mariah thought she suffered from a severe sleep disorder. She would overwork herself out of fear of letting people down and gu…,FALSE,0,NA,2018-04-11 22:36:04,FALSE,NA,984198423472566272,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",moonlightxmani,24,TRUE,FALSE,NA,NA,,en,http://pbs.twimg.com/profile_images/923006822276984832/mtFe-1pC_normal.jpg
6,RT @jus10pr: Mariah thought she suffered from a severe sleep disorder. She would overwork herself out of fear of letting people down and gu…,FALSE,0,NA,2018-04-11 22:18:33,FALSE,NA,984194014017662977,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DancinWitMani,24,TRUE,FALSE,NA,NA,~CHICAGO~ ,en,http://pbs.twimg.com/profile_images/975517473079549953/W8WDAgRe_normal.jpg
7,RT @jus10pr: Mariah thought she suffered from a severe sleep disorder. She would overwork herself out of fear of letting people down and gu…,FALSE,0,NA,2018-04-11 22:08:24,FALSE,NA,984191463419342848,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",luv_Normally,24,TRUE,FALSE,NA,NA,Somewhere,en,http://pbs.twimg.com/profile_images/976943578000769024/p23Iu8YF_normal.jpg
8,"April 12, 2018
_0nji woke up.
Time 7:00, Sleep duration 7h 5m 48s
#SleepMeister https://t.co/FnvFKp4ZWA",FALSE,0,NA,2018-04-11 22:00:52,FALSE,NA,984189563877785600,NA,"<a href=""http://www.amuate.com/sleepmeisteren.html"" rel=""nofollow"">Sleep Meister</a>",_0nji,0,FALSE,FALSE,NA,NA,Tokyo,ja,http://pbs.twimg.com/profile_images/661094188453236737/p2pY4kWt_normal.png
9,RT @jus10pr: Mariah thought she suffered from a severe sleep disorder. She would overwork herself out of fear of letting people down and gu…,FALSE,0,NA,2018-04-11 21:48:45,FALSE,NA,984186518611865601,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_SUSHIFREAK,24,TRUE,FALSE,NA,NA,somewhere sleeping,en,http://pbs.twimg.com/profile_images/983490907537395712/kGjMeugE_normal.jpg
10,"April 12, 2018
ooxoo woke up.
Time 6:47, Sleep duration 4h 31m 14s
#SleepMeister https://t.co/uYsCdwf5Os",FALSE,1,NA,2018-04-11 21:47:38,FALSE,NA,984186234481209344,NA,"<a href=""http://www.amuate.com/sleepmeisteren.html"" rel=""nofollow"">Sleep Meister</a>",ooxoo,0,FALSE,FALSE,NA,NA,Tokyo,ja,http://pbs.twimg.com/profile_images/835843876761939968/fzcvCzQb_normal.jpg
11,RT @jus10pr: Mariah thought she suffered from a severe sleep disorder. She would overwork herself out of fear of letting people down and gu…,FALSE,0,NA,2018-04-11 21:47:00,FALSE,NA,984186077199073292,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Zxkween,24,TRUE,FALSE,NA,NA,,en,http://pbs.twimg.com/profile_images/983923879403048960/jTMg4kka_normal.jpg
12,RT @jus10pr: Mariah thought she suffered from a severe sleep disorder. She would overwork herself out of fear of letting people down and gu…,FALSE,0,NA,2018-04-11 21:44:40,FALSE,NA,984185488524247040,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",riihbirth_,24,TRUE,FALSE,NA,NA,,en,http://pbs.twimg.com/profile_images/970378037416968192/s7Ms6IfZ_normal.jpg
13,RT @jus10pr: Mariah thought she suffered from a severe sleep disorder. She would overwork herself out of fear of letting people down and gu…,FALSE,0,NA,2018-04-11 21:38:33,FALSE,NA,984183948229128192,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",YoungJazzyHo,24,TRUE,FALSE,NA,NA,Mercedes-Benz Superdome,en,http://pbs.twimg.com/profile_images/976621822526533632/UFu6Me2l_normal.jpg
14,"good night. if you want to sleep, have a nice dream. ;)",FALSE,0,NA,2018-04-11 21:10:45,FALSE,NA,984176954684272641,NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>",ihaelee,0,FALSE,FALSE,NA,NA,ｔｏｋｙｏ,en,http://pbs.twimg.com/profile_images/909410356312731653/s3-iI7v0_normal.jpg
15,"April 12, 2018
ooxoo nocturnal awoke.
Time 6:02, Awake duration 1 min
#SleepMeister https://t.co/uYsCdwf5Os",FALSE,0,NA,2018-04-11 21:10:02,FALSE,NA,984176771338723328,NA,"<a href=""http://www.amuate.com/sleepmeisteren.html"" rel=""nofollow"">Sleep Meister</a>",ooxoo,0,FALSE,FALSE,NA,NA,Tokyo,ja,http://pbs.twimg.com/profile_images/835843876761939968/fzcvCzQb_normal.jpg
16,"Best Sellers in Doom Metal
#5: Holy Mountain ~ Sleep 
https://t.co/cjBGsoe5LD #Metal #DoomMetal https://t.co/Hs4RqNsMT4",FALSE,1,NA,2018-04-11 21:01:24,FALSE,NA,984174600069070849,NA,"<a href=""http://ytw.jp"" rel=""nofollow"">MusicAzUK</a>",MusicAzUK,0,FALSE,FALSE,NA,NA,Tokyo,ja,http://pbs.twimg.com/profile_images/591979950682427392/K089nKik_normal.png
17,"April 12, 2018
ooxoo nocturnal awoke.
Time 5:38, Awake duration 5 min
#SleepMeister https://t.co/uYsCdwf5Os",FALSE,0,NA,2018-04-11 20:50:01,FALSE,NA,984171733723766784,NA,"<a href=""http://www.amuate.com/sleepmeisteren.html"" rel=""nofollow"">Sleep Meister</a>",ooxoo,0,FALSE,FALSE,NA,NA,Tokyo,ja,http://pbs.twimg.com/profile_images/835843876761939968/fzcvCzQb_normal.jpg
18,"April 12, 2018
ooxoo nocturnal awoke.
Time 5:27, Awake duration 1 min
#SleepMeister https://t.co/uYsCdwf5Os",FALSE,0,NA,2018-04-11 20:35:02,FALSE,NA,984167963174449152,NA,"<a href=""http://www.amuate.com/sleepmeisteren.html"" rel=""nofollow"">Sleep Meister</a>",ooxoo,0,FALSE,FALSE,NA,NA,Tokyo,ja,http://pbs.twimg.com/profile_images/835843876761939968/fzcvCzQb_normal.jpg
19,RT @jus10pr: Mariah thought she suffered from a severe sleep disorder. She would overwork herself out of fear of letting people down and gu…,FALSE,0,NA,2018-04-11 20:20:55,FALSE,NA,984164412498952192,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MyDahhhlingMimi,24,TRUE,FALSE,NA,NA,starry eyed and elated,en,http://pbs.twimg.com/profile_images/980692777271934976/lYjT_B2U_normal.jpg
20,"My sleep analysis from 2018/04/11 to 2018/04/12
via #Vitalbook https://t.co/vtVjXf3hot https://t.co/F3KVMVqmmD",FALSE,0,NA,2018-04-11 20:13:39,FALSE,NA,984162583031590912,NA,"<a href=""http://www.amuate.com/vitalbook/vitalbookproen.html"" rel=""nofollow"">Vitalbook Pro</a>",Shintaroh,0,FALSE,FALSE,NA,NA,"Tokyo,Japan",ja,http://pbs.twimg.com/profile_images/2793328884/387ae6c16cab2a0aa87e7e375b51091a_normal.jpeg
21,"April 12, 2018
ooxoo nocturnal awoke.
Time 4:47, Awake duration 1 min
#SleepMeister https://t.co/uYsCdwf5Os",FALSE,0,NA,2018-04-11 19:55:02,FALSE,NA,984157898757435392,NA,"<a href=""http://www.amuate.com/sleepmeisteren.html"" rel=""nofollow"">Sleep Meister</a>",ooxoo,0,FALSE,FALSE,NA,NA,Tokyo,ja,http://pbs.twimg.com/profile_images/835843876761939968/fzcvCzQb_normal.jpg
22,"“Takamaki-san, isn’t it a little too late to still be in your sleep attire?”",FALSE,0,NA,2018-04-11 19:45:47,FALSE,NA,984155571287764992,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CultivatedTheft,0,FALSE,FALSE,NA,NA,"Shibuya, Japan",en,http://pbs.twimg.com/profile_images/982852573903245312/QkG_Xvt2_normal.jpg
23,Sleep early tonight!,FALSE,0,NA,2018-04-11 19:13:01,FALSE,NA,984147324258566144,NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>",miyukiquotebot,0,FALSE,FALSE,NA,NA,Tokyo,en,http://pbs.twimg.com/profile_images/928651926564233217/nJ2QF3nZ_normal.jpg
24,I wanna sleep ��,FALSE,0,NA,2018-04-11 19:04:55,FALSE,NA,984145287659704320,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",cedric_doggory,0,FALSE,FALSE,NA,NA,日本 東京,en,http://pbs.twimg.com/profile_images/983909776961650688/o-Dirozg_normal.jpg
25,"April 12, 2018
ooxoo nocturnal awoke.
Time 3:40, Awake duration 1 min
#SleepMeister https://t.co/uYsCdwf5Os",FALSE,0,NA,2018-04-11 18:48:02,FALSE,NA,984141035839172609,NA,"<a href=""http://www.amuate.com/sleepmeisteren.html"" rel=""nofollow"">Sleep Meister</a>",ooxoo,0,FALSE,FALSE,NA,NA,Tokyo,ja,http://pbs.twimg.com/profile_images/835843876761939968/fzcvCzQb_normal.jpg
26,"April 12, 2018
ooxoo nocturnal awoke.
Time 3:07, Awake duration 1 min
#SleepMeister https://t.co/uYsCdwf5Os",FALSE,0,NA,2018-04-11 18:15:02,FALSE,NA,984132731599663106,NA,"<a href=""http://www.amuate.com/sleepmeisteren.html"" rel=""nofollow"">Sleep Meister</a>",ooxoo,0,FALSE,FALSE,NA,NA,Tokyo,ja,http://pbs.twimg.com/profile_images/835843876761939968/fzcvCzQb_normal.jpg
27,"April 12, 2018
ooxoo fell asleep.
Time 2:05, Sleep onset latency 56m 39s
#SleepMeister https://t.co/uYsCdwf5Os",FALSE,0,NA,2018-04-11 17:16:02,FALSE,NA,984117883981541377,NA,"<a href=""http://www.amuate.com/sleepmeisteren.html"" rel=""nofollow"">Sleep Meister</a>",ooxoo,0,FALSE,FALSE,NA,NA,Tokyo,ja,http://pbs.twimg.com/profile_images/835843876761939968/fzcvCzQb_normal.jpg
28,RT @jus10pr: Mariah thought she suffered from a severe sleep disorder. She would overwork herself out of fear of letting people down and gu…,FALSE,0,NA,2018-04-11 16:56:54,FALSE,NA,984113070984318976,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",johnnymo4558,24,TRUE,FALSE,NA,NA,,en,http://pbs.twimg.com/profile_images/477994241789292544/OTydecHj_normal.jpeg
29,I forreal have laid in bed for 2 hours trying to sleep but my brain wouldn’t let me until i’ve decided on what to e… https://t.co/VGE7CMamob,FALSE,7,NA,2018-04-11 16:45:41,TRUE,NA,984110245298421765,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Nachurart,0,FALSE,FALSE,NA,NA,東京,en,http://pbs.twimg.com/profile_images/970230777706250240/OrPereLQ_normal.jpg
30,"Legend says, when you can't sleep at night, it's because you're awake in someone else's… https://t.co/HeUfowmEXG",FALSE,1,NA,2018-04-11 16:42:42,FALSE,NA,984109495050698752,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",TormyJai,0,FALSE,FALSE,139.7753269,35.7020694,,en,http://pbs.twimg.com/profile_images/535127049321865216/hZcyvZ6h_normal.jpeg
31,RT @jus10pr: Mariah thought she suffered from a severe sleep disorder. She would overwork herself out of fear of letting people down and gu…,FALSE,0,NA,2018-04-11 16:37:42,FALSE,NA,984108237111922690,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LaBellaTruth,24,TRUE,FALSE,NA,NA,NOLA,en,http://pbs.twimg.com/profile_images/983809927721443328/jZ2-f6he_normal.jpg
32,"I have a lot of things to tweet more about today's (oh, it’s already yesterday in JAPAN��) show, but I ganna sleep now�� Good night��",FALSE,2,NA,2018-04-11 16:36:47,FALSE,NA,984108007880409088,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",bluecatweetsEng,0,FALSE,FALSE,NA,NA,"Tokyo, Japan",ja,http://pbs.twimg.com/profile_images/893260032501886978/zKZP5jV6_normal.jpg
33,I just wanna sleep��,FALSE,1,NA,2018-04-11 16:23:07,FALSE,NA,984104566990909440,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",daddymissme,0,FALSE,FALSE,NA,NA,Tokyo,en,http://pbs.twimg.com/profile_images/981560975714271232/EvbBF56F_normal.jpg
34,i said im going to finish this shit tonight but i keep changing the concept ughhhhhh will sleep nytz,FALSE,0,NA,2018-04-11 16:13:58,FALSE,NA,984102267199471616,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aokukino,0,FALSE,FALSE,NA,NA,東京,en,http://pbs.twimg.com/profile_images/969550896655867905/I-MPmYW8_normal.jpg
35,"April 12, 2018
ooxoo got into bed.
Time 1:08, Alarm set 6:45 - 7:15
#SleepMeister https://t.co/uYsCdwf5Os",FALSE,0,NA,2018-04-11 16:08:22,FALSE,NA,984100855505801217,NA,"<a href=""http://www.amuate.com/sleepmeisteren.html"" rel=""nofollow"">Sleep Meister</a>",ooxoo,0,FALSE,FALSE,NA,NA,Tokyo,ja,http://pbs.twimg.com/profile_images/835843876761939968/fzcvCzQb_normal.jpg
36,RT @jus10pr: Mariah thought she suffered from a severe sleep disorder. She would overwork herself out of fear of letting people down and gu…,FALSE,0,NA,2018-04-11 16:07:48,FALSE,NA,984100713142865921,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",EduardoLaviano,24,TRUE,FALSE,NA,NA,Brasil,pt,http://pbs.twimg.com/profile_images/929758031759409152/T9yimX5Q_normal.jpg
37,"He also said ""I couldn't sleep! It was so hard for me! It's SUGIZO’s fault. We shoud use tag #SUGIZOのせい ! lol. You… https://t.co/ufruUeESAp",FALSE,3,bluecatweetsEng,2018-04-11 16:07:16,TRUE,984100263840464897,984100579180920832,840546491588460544,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",bluecatweetsEng,0,FALSE,FALSE,NA,NA,"Tokyo, Japan",ja,http://pbs.twimg.com/profile_images/893260032501886978/zKZP5jV6_normal.jpg
38,RT @jus10pr: Mariah thought she suffered from a severe sleep disorder. She would overwork herself out of fear of letting people down and gu…,FALSE,0,NA,2018-04-11 15:55:45,FALSE,NA,984097681084682242,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",freddieMC,24,TRUE,FALSE,NA,NA,,en,http://pbs.twimg.com/profile_images/957669645414227968/zGMIYFMo_normal.jpg
39,RT @jus10pr: Mariah thought she suffered from a severe sleep disorder. She would overwork herself out of fear of letting people down and gu…,FALSE,0,NA,2018-04-11 15:37:40,FALSE,NA,984093128436146176,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MattriahCarey,24,TRUE,FALSE,NA,NA,,en,http://pbs.twimg.com/profile_images/984544819589545984/866XAY31_normal.jpg
40,RT @jus10pr: Mariah thought she suffered from a severe sleep disorder. She would overwork herself out of fear of letting people down and gu…,FALSE,0,NA,2018-04-11 15:29:03,FALSE,NA,984090962241708032,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Greeyspace,24,TRUE,FALSE,NA,NA,,en,http://pbs.twimg.com/profile_images/976317132979015680/FFpb8u2R_normal.jpg
41,RT @jus10pr: Mariah thought she suffered from a severe sleep disorder. She would overwork herself out of fear of letting people down and gu…,FALSE,0,NA,2018-04-11 15:28:03,FALSE,NA,984090712256995334,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",cocolokah,24,TRUE,FALSE,NA,NA,,en,http://pbs.twimg.com/profile_images/968839935624122370/OlQkXE3K_normal.jpg
42,RT @jus10pr: Mariah thought she suffered from a severe sleep disorder. She would overwork herself out of fear of letting people down and gu…,FALSE,0,NA,2018-04-11 15:27:16,FALSE,NA,984090514914992129,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",fkapigs,24,TRUE,FALSE,NA,NA,"West Midlands, England",en,http://pbs.twimg.com/profile_images/974728649889996800/ywV7y--Z_normal.jpg
43,RT @jus10pr: Mariah thought she suffered from a severe sleep disorder. She would overwork herself out of fear of letting people down and gu…,FALSE,0,NA,2018-04-11 15:25:13,FALSE,NA,984089996914253825,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",gagawaycar_13,24,TRUE,FALSE,NA,NA,,he,http://pbs.twimg.com/profile_images/983738557952077825/Vfz-rLG3_normal.jpg
44,RT @jus10pr: Mariah thought she suffered from a severe sleep disorder. She would overwork herself out of fear of letting people down and gu…,FALSE,0,NA,2018-04-11 15:24:54,FALSE,NA,984089915750219781,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",shadylambs,24,TRUE,FALSE,NA,NA,,en,http://pbs.twimg.com/profile_images/980682732593471488/ESZuQDDN_normal.jpg
45,RT @jus10pr: Mariah thought she suffered from a severe sleep disorder. She would overwork herself out of fear of letting people down and gu…,FALSE,0,NA,2018-04-11 15:23:34,FALSE,NA,984089582575734784,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",kpopzingis,24,TRUE,FALSE,NA,NA,latinx;she/her,en,http://pbs.twimg.com/profile_images/983919931954728961/GyjIhmrS_normal.jpg
46,RT @jus10pr: Mariah thought she suffered from a severe sleep disorder. She would overwork herself out of fear of letting people down and gu…,FALSE,0,NA,2018-04-11 15:19:51,FALSE,NA,984088646545494016,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MariahCareyPT,24,TRUE,FALSE,NA,NA,,pt,http://pbs.twimg.com/profile_images/590552793817210880/vyGcMdlH_normal.jpg
47,RT @jus10pr: Mariah thought she suffered from a severe sleep disorder. She would overwork herself out of fear of letting people down and gu…,FALSE,0,NA,2018-04-11 15:14:10,FALSE,NA,984087217948815360,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ByeAshy,24,TRUE,FALSE,NA,NA,,en,http://pbs.twimg.com/profile_images/983323404660068352/VgLOQb-P_normal.jpg
48,Mariah thought she suffered from a severe sleep disorder. She would overwork herself out of fear of letting people… https://t.co/thVY1khEdi,FALSE,40,jus10pr,2018-04-11 15:12:58,TRUE,984085133081837569,984086913945604097,29906996,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jus10pr,24,FALSE,FALSE,NA,NA,"London, Paris, maybe Tokyo",en,http://pbs.twimg.com/profile_images/963514589848719367/9eAc-ZQU_normal.jpg
49,"RT @kookceptional: [trans] S Cawaii May Edition—about Suga and his love for sleep

@BTS_twt #MTVBRKPOPBTS #PremiosMTVMiaw https://t.co/lxpX…",FALSE,0,NA,2018-04-11 15:02:14,FALSE,NA,984084212436250626,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",riris1407,210,TRUE,FALSE,NA,NA,YOONKOOK's ��,en,http://pbs.twimg.com/profile_images/983912999407697920/QtdtDe0i_normal.jpg
50,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-11 15:02:10,FALSE,NA,984084196741099521,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",riris1407,3665,TRUE,FALSE,NA,NA,YOONKOOK's ��,en,http://pbs.twimg.com/profile_images/983912999407697920/QtdtDe0i_normal.jpg
51,is there some kinda secret on how to survive on 7 hours of sleep every night,FALSE,14,NA,2018-04-11 14:57:07,FALSE,NA,984082924281782272,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kiraku_synthboy,1,FALSE,FALSE,NA,NA,多摩市、東京,en,http://pbs.twimg.com/profile_images/972144027679232006/8-3OQYjN_normal.jpg
52,@iainlives @minute5072 I've seen him sleep on an airplane and I can tell you that he'll be in a wheelchair in a few… https://t.co/VVqoHM8CR9,FALSE,2,iainlives,2018-04-11 14:48:58,TRUE,984078932801720322,984080873120186368,15675235,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CthulhuTheDead,0,FALSE,FALSE,NA,NA,"Edinburgh, Scotland",en,http://pbs.twimg.com/profile_images/984064604010463236/juTOlDdn_normal.jpg
53,"RT @kookceptional: [trans]
Q: What fashion items do you own the most?
JM: Blue denim jackets, hoodies and hooded clothes, and long T-shirts…",FALSE,0,NA,2018-04-11 14:31:47,FALSE,NA,984076552139890690,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tami_Wiiih,3665,TRUE,FALSE,NA,NA,Chile,es,http://pbs.twimg.com/profile_images/980073494854684672/vzT2tCLF_normal.jpg
54,Bumping up the #InfinityWarChallenge a few hours earlier tomorrow. (Filming with the #tokyotrinity later in the day… https://t.co/92LwQJEHHq,FALSE,8,NA,2018-04-11 14:27:33,TRUE,NA,984075483452092416,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",akasan,0,FALSE,FALSE,NA,NA,"Tokyo, Japan",en,http://pbs.twimg.com/profile_images/967693389285154816/7cAbJn3I_normal.jpg
55,"I guess time to sleep 

Fvking bullshit ��",FALSE,0,NA,2018-04-11 14:21:01,FALSE,NA,984073841696796672,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",JomarEstrella02,0,FALSE,FALSE,NA,NA,"Katsushika-ku, Tokyo",en,http://pbs.twimg.com/profile_images/963466398583304192/Y_QCl5FH_normal.jpg
56,@JohnnyGWeir Good night❣️I really hope you’ll have a good sleep without jet-lag. ����❤️❤️❤️,FALSE,1,JohnnyGWeir,2018-04-11 14:18:11,FALSE,984072135650848770,984073127616376833,39943742,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ESJW,0,FALSE,FALSE,NA,NA,"Tokyo,Japan",ja,http://pbs.twimg.com/profile_images/446822393982373889/FJy1dVE__normal.jpeg
57,"I need to sleep but can't sleep, whottt?! ��",FALSE,0,NA,2018-04-11 14:16:11,FALSE,NA,984072625600192512,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",EriWatanabe06,0,FALSE,FALSE,NA,NA,"Tokyo, Japan",en,http://pbs.twimg.com/profile_images/984254400175554560/m0hoe7Lf_normal.jpg
58,how i sleep at night knowing i'm seeing nct dream 2x this weekend https://t.co/KhAzfHSzch,FALSE,1,NA,2018-04-11 14:13:26,FALSE,NA,984071934265577478,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aoharu_youth,0,FALSE,FALSE,NA,NA,tokyo,en,http://pbs.twimg.com/profile_images/760800933206904832/vDexwuoO_normal.jpg
59,"The sleep deprivation syndrome @ Tokyo, Japan https://t.co/jcR1Jqj4fI",FALSE,0,NA,2018-04-11 14:03:17,FALSE,NA,984069378298843136,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",rinhello,0,FALSE,FALSE,139.77,35.68,,it,http://pbs.twimg.com/profile_images/960984423163363330/5lS4oPjc_normal.jpg
60,"Soji ""I'm not going to able to sleep if you look at me like that."" (Happy Ending)",FALSE,0,NA,2018-04-11 13:49:05,FALSE,NA,984065803619262466,NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>",assassin_plus,0,FALSE,FALSE,NA,NA,Edo,ja,http://pbs.twimg.com/profile_images/524587462631231490/lhlThH8w_normal.png
61,@Antzy28 It's good you are ok.�� It's nice you had a nice sleep and dreams.❤️,FALSE,1,Antzy28,2018-04-11 13:34:17,FALSE,984054968465412096,984062078989230080,199326819,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Koto3sax,0,FALSE,FALSE,NA,NA,東京都,ja,http://pbs.twimg.com/profile_images/967250761385037830/O-UV3iKd_normal.jpg
62,9) keep pillow case clean. I sleep on a face towel that I switch out a 2 times a week,FALSE,3,NA,2018-04-11 12:58:11,FALSE,NA,984052994911039495,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",vanni_bananni,0,FALSE,FALSE,NA,NA,"Yokohama City, Kanagawa",de,http://pbs.twimg.com/profile_images/879308523917549568/-YuCRGgt_normal.jpg
63,slept maybe 9 hours wish i could sleep more i slept without my phone so it could charge,FALSE,0,NA,2018-04-11 12:45:35,FALSE,NA,984049825007243265,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ichigo_vomit,0,FALSE,FALSE,NA,NA,tokyo,en,http://pbs.twimg.com/profile_images/975950050202456064/ZfurlYBF_normal.jpg
64,Sleep good night,FALSE,1,NA,2018-04-11 12:21:04,FALSE,NA,984043652858068992,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MasaK_Eng,0,FALSE,FALSE,NA,NA,"Tokyo, Japan",en,http://pbs.twimg.com/profile_images/955311700680499200/S1RDP8hC_normal.jpg
65,Brain STFU I wanna sleep!,FALSE,1,NA,2018-04-11 11:45:47,FALSE,NA,984034775064240134,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sambart93,0,FALSE,FALSE,NA,NA,神奈川県 横浜市,en,http://pbs.twimg.com/profile_images/832932025325625344/Y-wufmC5_normal.jpg
66,"@rbelciano If you never go to sleep, you never have to get up. https://t.co/8vBscYjMYy",FALSE,3,rbelciano,2018-04-11 11:39:43,FALSE,984000711670288384,984033250132799489,17338640,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",vainpresumption,0,FALSE,FALSE,NA,NA,"New York, NY",en,http://pbs.twimg.com/profile_images/2353100922/7D34A1AE-E501-46A0-A266-40CD4583D446_normal
